seed,group,y,pred,in_split,in_norm,w_split,w_norm
0,204,27.0,21.817606,1,1,23.538597106933594,18.53733
0,1,29.9,59.090557,0,1,23.538597106933594,59.849648
0,206,2.33,2.3971663,1,1,23.538597106933594,3.839632
0,119,18.0,20.846785,1,1,23.538597106933594,30.079418
0,215,4.35,3.4514363,1,1,23.538597106933594,7.776484
0,217,16.4,16.504309,1,1,23.538597106933594,9.17209
0,224,16.8,19.492239,1,1,23.538597106933594,13.307396
0,226,6.5,26.086632,0,0,23.538597106933594,12.568925
0,10,37.8,46.932617,1,1,23.538597106933594,49.871662
0,227,1.77,1.8407284,1,1,23.538597106933594,1.6942259
0,228,18.01,14.04173,1,1,23.538597106933594,26.270578
0,229,2.31,7.5522475,1,1,23.538597106933594,10.841208
0,232,5.5,8.891721,1,1,23.538597106933594,14.217306
0,234,1.12,4.778205,1,1,23.538597106933594,7.8556566
0,235,0.22,1.3625038,1,1,23.538597106933594,5.906042
0,1,73.0,66.729454,1,1,23.538597106933594,18.49306
0,49,27.0,65.80064,0,0,23.538597106933594,34.41633
0,238,1.2,2.3527288,1,1,23.538597106933594,3.612729
0,49,65.0,80.79367,0,1,23.538597106933594,36.310944
0,242,15.25,26.149508,1,0,23.538597106933594,12.769306
0,244,28.9,24.676285,1,1,23.538597106933594,30.410294
0,245,19.5,20.132603,1,1,23.538597106933594,15.592715
0,248,4.8,8.29701,1,1,23.538597106933594,8.843686
0,64,56.0,78.47084,0,1,23.538597106933594,59.38919
0,251,3.25,4.427015,1,1,23.538597106933594,4.574739
0,252,24.6,19.144136,1,1,23.538597106933594,16.94768
0,253,31.0,23.253036,1,1,23.538597106933594,37.77084
0,64,25.0,62.195904,0,0,23.538597106933594,56.525253
0,227,3.01,-0.16795154,1,1,23.538597106933594,6.3776402
0,148,9.61,8.764039,1,1,23.538597106933594,4.8807473
0,259,14.0,10.132869,1,1,23.538597106933594,11.052613
0,263,15.6,14.415166,1,1,23.538597106933594,11.442398
0,41,3.223,5.783496,1,0,23.538597106933594,4.4669347
0,269,16.9,15.993903,1,1,23.538597106933594,22.948706
0,271,9.0,6.446698,1,1,23.538597106933594,17.906416
0,41,3.64,4.67059,1,1,23.538597106933594,4.525745
0,276,3.0,55.982845,0,0,23.538597106933594,80.4445
0,289,2.96,6.886107,1,1,23.538597106933594,14.596188
0,290,82.0,80.329025,1,1,23.538597106933594,19.301455
0,295,2.925,7.9757442,1,1,23.538597106933594,12.346668
0,296,5.9,6.779971,1,1,23.538597106933594,7.5199304
0,298,10.5,27.0164,0,0,23.538597106933594,16.60722
0,299,1.0,3.776036,1,0,23.538597106933594,4.4956474
0,302,5.93,5.520775,1,1,23.538597106933594,7.7670126
0,303,3.549542857,5.2936926,1,0,23.538597106933594,2.8935115
0,305,47.0,73.1699,0,0,23.538597106933594,44.245018
0,306,2.3,9.568574,1,0,23.538597106933594,9.263631
0,311,32.0,56.368515,0,1,23.538597106933594,65.03171
0,44,35.0,22.248528,0,0,23.538597106933594,17.713388
0,314,4.3,2.949812,1,1,23.538597106933594,6.507909
0,316,13.0,32.95068,0,0,23.538597106933594,35.39753
0,317,29.0,39.151527,1,1,23.538597106933594,48.93372
0,320,9.0,10.962111,1,1,23.538597106933594,16.689644
0,322,73.0,63.260963,1,1,23.538597106933594,61.05754
0,326,31.0,19.40611,1,0,23.538597106933594,16.78079
0,330,3.3,2.9614706,1,1,23.538597106933594,2.8896406
0,332,18.3,13.384467,1,1,23.538597106933594,17.46837
0,333,7.0,8.190187,1,1,23.538597106933594,10.645075
0,156,2.2,1.6061424,1,1,23.538597106933594,7.929649
0,189,5.866666667,3.5865521,1,0,23.538597106933594,3.7284667
0,338,41.1,35.32794,1,1,23.538597106933594,19.316092
0,346,3.575,5.8611574,1,1,23.538597106933594,60.628387
0,349,5.03,11.767897,1,0,23.538597106933594,7.247805
0,302,8.42,5.7115693,1,1,23.538597106933594,7.6761847
0,351,82.0,64.7904,0,1,23.538597106933594,86.199554
0,117,3.85,1.4749846,1,0,23.538597106933594,3.3741705
0,352,13.3,12.477391,1,1,23.538597106933594,5.8397436
0,353,1.41,3.457578,1,1,23.538597106933594,13.890246
0,206,2.28,2.3971663,1,1,23.538597106933594,3.839632
0,357,4.15,4.472756,1,1,23.538597106933594,3.210818
0,361,10.7,9.613815,1,1,23.538597106933594,7.9182696
0,369,3.81,2.8151557,1,1,23.538597106933594,8.173117
0,251,1.8,3.2202592,1,1,23.538597106933594,4.209818
0,380,0.014,0.34716675,1,1,23.538597106933594,1.8753248
0,385,3.7,3.752495,1,1,23.538597106933594,12.705523
0,64,14.2,67.17212,0,0,23.538597106933594,74.18477
0,390,19.0,16.254385,1,1,23.538597106933594,12.309703
0,137,36.7,20.722368,0,1,23.538597106933594,51.37053
0,392,12.1,10.819839,1,1,23.538597106933594,7.655147
0,396,25.5,20.183348,1,1,23.538597106933594,25.822403
0,398,13.0,10.974356,1,1,23.538597106933594,4.4281707
0,399,7.75,11.351843,1,0,23.538597106933594,6.6485395
0,402,1.89,1.7410485,1,1,23.538597106933594,1.980488
0,405,5.8,5.438549,1,1,23.538597106933594,8.026362
0,1,7.6,54.847027,0,0,23.538597106933594,30.723347
0,64,86.0,86.366394,1,1,23.538597106933594,12.20627
0,410,2.5,3.0967503,1,1,23.538597106933594,5.620447
0,1,80.0,74.27059,1,1,23.538597106933594,24.630873
0,411,53.1,59.559006,1,1,23.538597106933594,63.17754
0,357,5.25,5.3176827,1,1,23.538597106933594,3.6689348
0,137,28.0,20.234095,1,1,23.538597106933594,51.810238
0,418,5.78,6.136716,1,1,23.538597106933594,25.137377
0,422,102.0,17.999538,0,0,23.538597106933594,21.33683
0,425,5.48,11.44617,1,0,23.538597106933594,7.3552494
0,64,45.0,59.763126,0,1,23.538597106933594,82.481575
0,57,57.5,57.65534,1,1,23.538597106933594,40.322807
0,426,15.65,16.359049,1,1,23.538597106933594,10.354389
0,427,4.915,2.4510217,1,0,23.538597106933594,4.3934736
0,1,55.0,46.86732,1,1,23.538597106933594,46.18374
0,436,34.0,34.238247,1,1,23.538597106933594,55.265923
0,438,27.85,28.26467,1,1,23.538597106933594,64.599945
0,402,1.42,1.7582693,1,1,23.538597106933594,1.9477235
0,64,70.1,81.3034,1,0,23.538597106933594,15.630311
0,443,15.2,37.55333,0,0,23.538597106933594,21.746012
0,446,10.9,10.358629,1,1,23.538597106933594,7.2247386
0,452,0.72,2.7104428,1,1,23.538597106933594,5.890394
0,453,1.290384615,31.895912,0,0,23.538597106933594,34.00016
0,454,3.193333333,5.233981,1,1,23.538597106933594,10.689119
0,457,60.0,28.77021,0,1,23.538597106933594,67.08896
0,459,2.76,5.1126423,1,1,23.538597106933594,8.477932
0,461,82.0,78.32402,1,1,23.538597106933594,92.02147
0,463,30.0,25.825968,1,1,23.538597106933594,17.48138
0,465,33.5,18.992466,0,0,23.538597106933594,26.05531
0,1,46.1,53.891533,1,1,23.538597106933594,53.38126
0,352,8.45,9.251345,1,1,23.538597106933594,7.765335
0,156,2.2,1.7935476,1,1,23.538597106933594,8.09672
0,472,14.2,8.177865,1,0,23.538597106933594,10.12436
0,476,83.71,83.57903,1,1,23.538597106933594,87.91382
0,314,3.82,3.528145,1,1,23.538597106933594,6.7367225
0,478,84.1,67.17823,0,0,23.538597106933594,30.785225
0,480,1.1,2.1585457,1,1,23.538597106933594,7.329217
0,192,7.1,7.021343,1,1,23.538597106933594,4.3725877
0,326,38.0,21.243975,0,0,23.538597106933594,26.146181
0,482,5.34,9.447803,1,0,23.538597106933594,3.0919137
0,483,14.2,13.327002,1,1,23.538597106933594,8.7613945
0,10,31.6,33.69901,1,1,23.538597106933594,42.571774
0,357,4.47,4.099644,1,1,23.538597106933594,3.2911696
0,485,2.5,12.417868,1,0,23.538597106933594,11.158115
0,487,94.0,79.54162,0,1,23.538597106933594,48.351006
0,488,5.033571429,3.3233788,1,1,23.538597106933594,4.124764
0,489,2.35,3.0415208,1,1,23.538597106933594,10.964987
0,491,3.5,3.172116,1,1,23.538597106933594,5.879028
0,361,6.9,9.035061,1,1,23.538597106933594,8.3571615
0,493,1.5975,3.3761017,1,1,23.538597106933594,9.382404
0,496,5.1,5.8271737,1,1,23.538597106933594,4.950426
0,501,14.6,22.293596,1,0,23.538597106933594,15.028749
0,502,6.0,4.5970535,1,1,23.538597106933594,10.331319
0,503,6.0,9.853194,1,1,23.538597106933594,11.486831
0,507,91.25,63.00539,0,1,23.538597106933594,100.55923
0,64,20.0,58.552856,0,1,23.538597106933594,97.91191
0,496,7.035,7.117019,1,1,23.538597106933594,3.3124201
0,514,5.05,5.548899,1,1,23.538597106933594,3.8992536
0,188,65.0,58.65366,1,1,23.538597106933594,54.28663
0,517,1.725,2.5229688,1,1,23.538597106933594,4.575936
0,196,0.9865,1.4777437,1,1,23.538597106933594,2.5128949
0,518,28.4,29.84601,1,1,23.538597106933594,25.135418
0,332,16.5,9.04575,1,1,23.538597106933594,15.519189
0,526,3.8,4.182694,1,1,23.538597106933594,6.9889035
0,446,6.0,4.6538305,1,1,23.538597106933594,6.577274
0,527,0.02,0.09061768,1,1,23.538597106933594,2.7851205
0,528,11.4,10.2158375,1,1,23.538597106933594,7.4805636
0,529,1.75,4.087165,1,1,23.538597106933594,9.481858
0,64,31.5,65.27546,0,0,23.538597106933594,36.086216
0,530,17.35,24.662352,1,1,23.538597106933594,23.870325
0,531,81.0,59.90952,0,1,23.538597106933594,55.610535
0,533,0.345,1.865888,1,1,23.538597106933594,6.1854815
0,411,83.9,79.53939,1,1,23.538597106933594,36.646496
0,536,1.13,3.857962,1,1,23.538597106933594,8.771562
0,33,17.2,13.389267,1,1,23.538597106933594,18.81386
0,538,25.3,17.245274,1,0,23.538597106933594,3.234791
0,1,76.9,53.432087,0,0,23.538597106933594,30.821453
0,64,22.5,63.691624,0,0,23.538597106933594,61.244034
0,543,2.52,3.109373,1,1,23.538597106933594,3.6057873
0,545,5.0,69.030304,0,0,23.538597106933594,72.63177
0,546,22.0,38.063877,0,1,23.538597106933594,57.19267
0,547,1.47,6.845146,1,1,23.538597106933594,21.72656
0,33,17.4,10.997052,1,1,23.538597106933594,17.264711
0,482,6.3,9.542547,1,0,23.538597106933594,3.1781025
0,302,7.33,5.520775,1,1,23.538597106933594,7.7670126
0,553,6.19,11.345179,1,1,23.538597106933594,12.194845
0,224,19.1,18.695297,1,1,23.538597106933594,9.176043
0,558,3.85,9.203669,1,1,23.538597106933594,14.258328
0,562,9.0,4.2889795,1,1,23.538597106933594,16.499294
0,563,5.6,5.7492642,1,1,23.538597106933594,3.5865479
0,564,4.48,5.2301393,1,1,23.538597106933594,9.576007
0,1,76.0,68.61066,1,1,23.538597106933594,34.951923
0,565,22.1,15.927469,1,1,23.538597106933594,13.834649
0,566,6.4,5.301315,1,1,23.538597106933594,10.604902
0,567,11.3,13.448695,1,1,23.538597106933594,8.105602
0,569,11.8,16.939919,1,0,23.538597106933594,9.472268
0,570,1.8,1.2930595,1,1,23.538597106933594,1.7961764
0,547,2.3,6.276168,1,0,23.538597106933594,4.155934
0,351,59.0,69.41279,1,1,23.538597106933594,96.61451
0,572,1.9,3.6521745,1,1,23.538597106933594,12.777946
0,357,2.743,4.0277295,1,1,23.538597106933594,8.598933
0,575,1.5,2.2259839,1,1,23.538597106933594,3.6644077
0,578,3.2,3.363673,1,1,23.538597106933594,4.897228
0,189,1.35,3.9985495,1,1,23.538597106933594,7.828207
0,351,95.0,53.58241,0,0,23.538597106933594,74.38679
0,581,7.52,8.28758,1,1,23.538597106933594,4.1620398
0,582,3.9,6.7778687,1,1,23.538597106933594,14.318161
0,57,82.0,66.29274,0,1,23.538597106933594,37.804226
0,232,5.4,7.8900614,1,1,23.538597106933594,17.655998
0,587,96.3,51.67168,0,0,23.538597106933594,67.5455
0,422,80.5,80.02436,1,1,23.538597106933594,24.007692
0,179,3.58,4.550913,1,1,23.538597106933594,3.5276084
0,596,13.0,15.569173,1,0,23.538597106933594,4.5411243
0,597,0.1,0.5074329,1,1,23.538597106933594,9.406722
0,599,1.433333333,2.8442981,1,1,23.538597106933594,5.8910933
0,600,20.2,37.47161,0,0,23.538597106933594,18.238033
0,601,0.0318,0.7700198,1,1,23.538597106933594,2.3410468
0,1,43.0,33.548347,1,1,23.538597106933594,66.25501
0,64,50.08,61.519623,1,1,23.538597106933594,87.1858
0,351,78.0,66.34155,1,1,23.538597106933594,103.83201
0,49,13.0,33.595642,0,1,23.538597106933594,75.2445
0,609,7.63,3.7858863,1,1,23.538597106933594,13.972845
0,610,8.45,6.0469604,1,1,23.538597106933594,9.881621
0,615,1.4,3.7169313,1,1,23.538597106933594,7.7865562
0,616,95.8,70.76044,0,1,23.538597106933594,84.48989
0,618,9.23,7.12099,1,1,23.538597106933594,9.623048
0,619,0.75,10.458634,1,0,23.538597106933594,15.791848
0,22,55.3,72.11691,0,0,23.538597106933594,30.976395
0,621,69.1,65.713234,1,1,23.538597106933594,87.34965
0,23,14.2,13.284715,1,1,23.538597106933594,6.9800553
0,628,0.75,2.8976634,1,1,23.538597106933594,6.9571958
0,1,21.3,53.364944,0,0,23.538597106933594,61.430183
0,189,2.4,2.4698503,1,1,23.538597106933594,3.851685
0,634,7.445,4.642021,1,1,23.538597106933594,6.955803
0,638,1.21,1.0845711,1,1,23.538597106933594,6.8788376
0,641,2.215,1.7886255,1,1,23.538597106933594,4.8143344
0,643,1.49,1.1825801,1,1,23.538597106933594,6.5620556
0,648,2.3,7.256753,1,0,23.538597106933594,4.6109977
0,245,26.9,26.232351,1,1,23.538597106933594,22.482237
0,652,30.0,44.48208,0,1,23.538597106933594,113.04431
0,653,1.98,5.0230746,1,1,23.538597106933594,11.349675
0,654,3.05,4.565255,1,1,23.538597106933594,6.5780754
0,655,14.1,27.362906,0,1,23.538597106933594,31.872154
0,661,10.4,9.946401,1,1,23.538597106933594,4.67913
0,252,24.0,18.861359,1,1,23.538597106933594,19.096912
0,369,4.115,2.77992,1,1,23.538597106933594,8.652211
0,643,4.82,4.452623,1,1,23.538597106933594,4.3815517
0,22,63.0,72.03222,1,1,23.538597106933594,33.159657
0,507,91.7,59.08026,0,1,23.538597106933594,132.11977
0,663,6.0,0.7417925,1,0,23.538597106933594,9.072587
0,507,42.05,61.18078,0,1,23.538597106933594,72.81322
0,666,38.0,32.87849,1,1,23.538597106933594,56.123943
0,70,15.48,12.139205,1,1,23.538597106933594,6.833149
0,667,3.5,4.8819876,1,1,23.538597106933594,3.1479704
0,668,47.0,56.556404,1,1,23.538597106933594,60.27716
0,670,3.83,2.893206,1,1,23.538597106933594,8.737291
0,64,22.5,64.10111,0,0,23.538597106933594,46.547813
0,507,91.4,57.891518,0,1,23.538597106933594,103.54881
0,672,2.7,1.4049902,1,1,23.538597106933594,9.859032
0,674,17.0,18.959232,1,1,23.538597106933594,13.178991
0,675,94.0,57.263462,0,0,23.538597106933594,42.496304
0,600,28.3,22.69353,1,1,23.538597106933594,17.376345
0,676,2.1,1.6794918,1,1,23.538597106933594,13.943949
0,487,94.9,63.537388,0,0,23.538597106933594,32.52431
0,678,8.3,11.795002,1,1,23.538597106933594,7.922466
0,182,0.1,2.7949657,1,1,23.538597106933594,6.973553
0,109,32.0,54.92829,0,1,23.538597106933594,83.70966
0,204,35.0,23.399637,1,0,23.538597106933594,20.385319
0,655,30.55,29.592829,1,1,23.538597106933594,12.299597
0,682,25.0,25.66343,1,1,23.538597106933594,41.175293
0,683,3.4,2.9662542,1,1,23.538597106933594,7.353227
0,685,47.0,61.089535,0,0,23.538597106933594,21.13285
0,686,77.1,60.27004,0,0,23.538597106933594,22.40774
0,687,103.0,113.25213,1,1,23.538597106933594,46.60863
0,688,1.1,2.068767,1,1,23.538597106933594,6.173178
0,64,81.0,85.04693,1,1,23.538597106933594,27.073402
0,692,2.86,6.421357,1,1,23.538597106933594,11.660329
0,700,82.0,45.383144,0,1,23.538597106933594,107.70115
0,22,91.5,84.62913,1,0,23.538597106933594,13.333256
0,701,11.8,6.289751,1,0,23.538597106933594,7.2269225
0,702,45.0,34.138435,1,1,23.538597106933594,54.68535
0,290,82.0,83.827415,1,1,23.538597106933594,18.05334
0,704,4.0,4.8635902,1,1,23.538597106933594,11.061011
0,399,10.1,11.153467,1,1,23.538597106933594,4.292008
0,22,36.0,38.381233,1,1,23.538597106933594,62.447227
0,569,10.1,16.736427,1,0,23.538597106933594,11.479759
0,119,21.6,20.237087,1,1,23.538597106933594,30.079418
0,64,45.0,27.57376,0,1,23.538597106933594,127.38993
0,710,47.0,31.782183,0,1,23.538597106933594,34.431973
0,711,0.18,0.49445015,1,1,23.538597106933594,3.1364834
0,712,2.41,3.6176722,1,1,23.538597106933594,2.9495144
0,713,2.53,3.1485841,1,1,23.538597106933594,4.2894025
0,716,12.2,3.8324869,1,0,23.538597106933594,8.418792
0,476,87.99,83.27554,1,1,23.538597106933594,75.69949
0,290,82.0,89.20326,1,0,23.538597106933594,7.9403944
0,719,1.9,2.750114,1,1,23.538597106933594,3.8243725
0,191,11.8,13.233408,1,1,23.538597106933594,32.46875
0,720,3.86,9.473283,1,1,23.538597106933594,11.631066
0,722,4.53,3.0859845,1,1,23.538597106933594,5.112236
0,723,10.8,6.9758887,1,0,23.538597106933594,7.378627
0,727,7.2,1.8263398,1,0,23.538597106933594,6.0619254
0,728,14.4,9.437253,1,1,23.538597106933594,16.390755
0,224,15.0,19.079466,1,1,23.538597106933594,13.315509
0,570,1.746,2.238276,1,1,23.538597106933594,1.8039018
0,731,12.8,9.88875,1,1,23.538597106933594,10.758129
0,195,2.15,1.480206,1,1,23.538597106933594,1.7439075
0,70,5.7,8.786833,1,1,23.538597106933594,7.5994973
0,235,13.0,4.5163627,1,0,23.538597106933594,15.667282
0,109,43.0,51.092133,1,1,23.538597106933594,83.04101
0,566,5.4,5.2460303,1,1,23.538597106933594,10.766126
0,743,17.04,17.036224,1,1,23.538597106933594,6.666544
0,189,5.626666667,2.767786,1,0,23.538597106933594,3.8431413
0,745,2.46,2.8551373,1,1,23.538597106933594,4.59498
0,746,2.84,2.1148062,1,1,23.538597106933594,3.3159423
0,748,11.8,8.392222,1,1,23.538597106933594,10.318633
0,751,8.5,6.5169525,1,1,23.538597106933594,7.07426
0,685,66.0,78.904045,0,0,23.538597106933594,15.572189
0,64,77.0,79.60112,1,1,23.538597106933594,52.15306
0,758,33.45,32.301884,1,1,23.538597106933594,7.2441945
0,4,5.56,4.2820783,1,0,23.538597106933594,1.5177352
0,189,3.67,4.186177,1,1,23.538597106933594,8.325574
0,252,27.0,21.011452,1,1,23.538597106933594,18.199478
0,762,1.1,1.3843557,1,1,23.538597106933594,5.398359
0,1,68.7,51.732967,0,1,23.538597106933594,34.072098
0,191,10.9,14.428649,1,1,23.538597106933594,34.06855
0,766,4.55,7.8987556,1,0,23.538597106933594,4.54186
0,517,1.9,2.6143603,1,1,23.538597106933594,4.575936
0,242,43.8,57.39068,0,1,23.538597106933594,50.795525
0,768,1.3,7.54021,1,0,23.538597106933594,6.6575756
0,49,32.0,22.194004,1,0,23.538597106933594,13.127657
0,621,63.8,66.36524,1,1,23.538597106933594,79.39849
0,775,4.22,10.927529,1,0,23.538597106933594,6.567925
0,776,0.543333333,0.6607877,1,1,23.538597106933594,7.903113
0,778,13.0,23.542645,1,1,23.538597106933594,37.597527
0,779,41.0,60.431602,0,1,23.538597106933594,82.03138
0,781,75.0,49.727844,0,1,23.538597106933594,112.35877
0,783,1.57,1.9995599,1,1,23.538597106933594,4.517551
0,411,50.6,61.7973,1,1,23.538597106933594,62.550224
0,675,59.8,46.923283,0,1,23.538597106933594,32.982006
0,40,1.378,2.5024898,1,1,23.538597106933594,4.0634494
0,235,0.59,1.3625038,1,1,23.538597106933594,5.906042
0,1,70.0,52.491787,0,1,23.538597106933594,76.61612
0,491,4.0,1.079084,1,0,23.538597106933594,3.576195
0,791,1.78,3.0295348,1,1,23.538597106933594,5.8477893
0,683,3.62,2.863032,1,1,23.538597106933594,7.043329
0,618,7.38,5.809432,1,1,23.538597106933594,7.704055
0,793,0.97,2.2502477,1,1,23.538597106933594,5.4182305
0,794,4.45,3.332472,1,1,23.538597106933594,6.2163615
0,1,20.0,24.157312,1,1,23.538597106933594,19.376081
0,40,1.668,1.9980587,1,1,23.538597106933594,3.953447
0,251,3.5,5.298943,1,1,23.538597106933594,4.225151
0,242,31.1,29.873632,1,1,23.538597106933594,10.717605
0,806,6.26,1.7220864,1,0,23.538597106933594,7.697324
0,688,9.8,3.4085636,1,0,23.538597106933594,6.6184306
0,812,5.6,12.480891,1,1,23.538597106933594,43.45162
0,402,1.5,1.7411647,1,1,23.538597106933594,1.913842
0,251,2.95,4.317298,1,1,23.538597106933594,5.8671727
0,1,8.0,62.648975,0,0,23.538597106933594,43.883816
0,817,15.0,13.170763,1,1,23.538597106933594,5.455597
0,22,78.3,82.216774,1,1,23.538597106933594,16.573578
0,581,7.305,6.918014,1,1,23.538597106933594,4.271993
0,820,1.35,8.601327,1,1,23.538597106933594,26.57197
0,587,96.3,51.755943,0,0,23.538597106933594,66.08289
0,825,81.0,78.53609,1,1,23.538597106933594,55.658787
0,621,49.3,64.57207,0,1,23.538597106933594,64.625885
0,643,4.05,3.4532142,1,1,23.538597106933594,4.4095497
0,826,3.26,3.1345458,1,1,23.538597106933594,5.411115
0,817,17.8,13.16545,1,0,23.538597106933594,6.4114017
0,655,15.6,27.50488,0,1,23.538597106933594,33.18469
0,831,3.18,5.3540835,1,1,23.538597106933594,6.926061
0,10,28.0,32.818382,1,1,23.538597106933594,44.222523
0,836,0.046,0.77490467,1,0,23.538597106933594,1.2009865
0,402,1.73,1.7193743,1,1,23.538597106933594,2.0193484
0,838,0.7,-0.16248305,1,1,23.538597106933594,9.133093
0,1,14.4,55.719364,0,0,23.538597106933594,46.472347
0,840,91.1,83.01168,1,1,23.538597106933594,36.47252
0,841,6.2,6.4113503,1,1,23.538597106933594,4.21048
0,64,55.0,78.24728,0,0,23.538597106933594,46.43755
0,290,82.0,63.646107,0,0,23.538597106933594,27.535257
0,847,28.93333333,11.796814,0,0,23.538597106933594,22.273699
0,621,49.8,64.566345,0,1,23.538597106933594,64.998116
0,49,26.9,24.47537,1,1,23.538597106933594,10.702286
0,461,20.0,69.58271,0,1,23.538597106933594,107.28607
0,849,3.92,3.1389983,1,1,23.538597106933594,6.5834966
0,850,11.6,18.097681,1,1,23.538597106933594,15.093668
0,496,3.9,5.4041457,1,1,23.538597106933594,4.309413
0,10,36.7,48.089344,1,1,23.538597106933594,43.93652
0,852,2.3,3.0206892,1,1,23.538597106933594,4.843321
0,476,69.0,69.102066,1,1,23.538597106933594,46.307182
0,503,6.7,9.740738,1,1,23.538597106933594,15.760432
0,1,75.2,56.341568,0,0,23.538597106933594,37.66829
0,242,45.1,61.257393,0,1,23.538597106933594,46.202393
0,507,76.7,48.2696,0,1,23.538597106933594,96.45352
0,861,92.3,63.03655,0,0,23.538597106933594,38.00533
0,144,5.98,3.964664,1,1,23.538597106933594,4.4382014
0,867,7.8,6.497444,1,1,23.538597106933594,3.5275013
0,868,0.0555,0.23976637,1,1,23.538597106933594,1.7782872
0,874,1.2,2.2686942,1,1,23.538597106933594,5.9005494
0,878,77.0,68.241234,1,1,23.538597106933594,39.16933
0,879,17.0,16.242788,1,1,23.538597106933594,8.425707
0,64,28.0,58.423397,0,1,23.538597106933594,64.83008
0,333,4.6,8.422774,1,1,23.538597106933594,10.617124
0,880,14.0,39.918915,0,0,23.538597106933594,22.089348
0,192,8.99,7.356455,1,1,23.538597106933594,4.5303454
