seed,group,y,pred,in_split,in_norm,w_split,w_norm
0,53,11.0,40.472404,0,0,26.67144775390625,55.47898
0,49,111.0,76.09653,0,1,26.67144775390625,73.72981
0,49,87.0,73.49285,0,1,26.67144775390625,53.37789
0,37,85.0,76.437485,1,0,26.67144775390625,15.28402
0,37,75.0,68.780815,1,1,26.67144775390625,27.049175
0,37,73.0,56.700924,0,1,26.67144775390625,39.49971
0,37,66.0,59.06211,1,1,26.67144775390625,72.59885
0,64,90.2,85.49754,1,1,26.67144775390625,21.501507
0,64,92.3,76.198135,0,1,26.67144775390625,35.055923
0,64,89.8,38.063313,0,0,26.67144775390625,49.949722
0,40,60.0,64.85122,1,1,26.67144775390625,46.810078
0,17,18.0,81.40665,0,0,26.67144775390625,25.592527
0,17,92.8,90.66552,1,1,26.67144775390625,34.014748
0,17,89.75,77.8743,1,1,26.67144775390625,34.85424
0,17,77.3,69.5167,1,1,26.67144775390625,77.0093
0,17,56.5,44.207825,1,1,26.67144775390625,69.85152
0,17,43.6,37.703743,1,1,26.67144775390625,50.84062
0,17,26.2,30.815245,1,1,26.67144775390625,43.69132
0,9,88.0,89.018715,1,1,26.67144775390625,24.713224
0,49,88.5,72.43783,0,1,26.67144775390625,84.517586
0,69,28.0,30.404013,1,1,26.67144775390625,30.409885
0,49,85.0,73.49285,1,1,26.67144775390625,53.37789
0,49,108.0,76.09653,0,1,26.67144775390625,73.72981
0,49,86.5,68.59139,0,1,26.67144775390625,60.123875
0,49,84.0,28.59041,0,0,26.67144775390625,46.54707
0,70,93.0,79.064186,0,1,26.67144775390625,71.061516
0,71,108.0,65.461754,0,0,26.67144775390625,53.013897
0,49,83.6,59.119366,0,1,26.67144775390625,83.639404
0,71,107.0,89.202644,0,1,26.67144775390625,42.68181
0,37,86.8,87.840744,1,1,26.67144775390625,14.866001
0,37,82.9,84.52242,1,1,26.67144775390625,31.980381
0,40,72.2,82.346725,1,1,26.67144775390625,32.66075
0,40,54.3,76.64491,0,1,26.67144775390625,48.404346
0,76,65.0,71.77681,1,1,26.67144775390625,23.526957
0,76,36.9,64.65336,0,1,26.67144775390625,61.523304
0,14,91.3,88.253746,1,1,26.67144775390625,24.504814
0,9,91.7,86.07821,1,1,26.67144775390625,22.079603
0,49,84.0,27.656778,0,0,26.67144775390625,73.15473
0,9,35.0,80.86901,0,0,26.67144775390625,55.23666
0,9,20.0,59.12152,0,0,26.67144775390625,58.278576
0,9,55.0,60.225903,1,1,26.67144775390625,59.293144
0,9,85.0,52.13684,0,0,26.67144775390625,44.142757
0,9,92.0,88.55126,1,1,26.67144775390625,23.101088
0,57,91.8,52.773636,0,1,26.67144775390625,94.402
0,57,92.6,81.80757,1,0,26.67144775390625,17.793562
0,57,93.9,81.44082,1,0,26.67144775390625,20.867636
0,57,89.4,79.02166,1,0,26.67144775390625,18.28813
0,57,80.5,75.91203,1,1,26.67144775390625,18.438213
0,57,73.4,66.534966,1,1,26.67144775390625,24.623627
0,57,61.4,62.313164,1,1,26.67144775390625,26.817364
0,57,56.0,53.0956,1,1,26.67144775390625,25.481012
0,57,49.4,51.049683,1,1,26.67144775390625,30.526007
0,57,44.1,46.821518,1,1,26.67144775390625,29.35848
0,49,81.0,72.43783,1,1,26.67144775390625,84.517586
0,49,70.0,67.82262,1,1,26.67144775390625,83.46777
0,69,35.0,23.359404,1,1,26.67144775390625,29.01324
0,92,62.0,32.222706,0,1,26.67144775390625,61.81294
0,53,21.0,21.205036,1,1,26.67144775390625,64.352615
0,53,75.0,67.472984,1,1,26.67144775390625,23.858063
0,53,41.0,51.705963,1,1,26.67144775390625,48.64359
0,53,40.0,34.119778,1,1,26.67144775390625,44.330074
0,17,88.1,93.97209,1,1,26.67144775390625,26.835772
0,53,90.0,78.994125,1,1,26.67144775390625,22.659012
0,53,89.1,74.65907,0,1,26.67144775390625,30.517357
0,53,86.9,73.746605,1,1,26.67144775390625,46.02901
0,53,75.3,70.78552,1,1,26.67144775390625,44.678394
0,53,69.1,59.563137,1,1,26.67144775390625,46.54316
0,53,58.7,51.38787,1,1,26.67144775390625,47.658558
0,53,36.2,40.472404,1,1,26.67144775390625,55.47898
0,49,72.5,72.43783,1,1,26.67144775390625,84.517586
0,98,83.5,74.80539,1,1,26.67144775390625,30.080534
0,98,89.5,77.26788,1,1,26.67144775390625,48.620213
0,98,87.0,70.96145,0,1,26.67144775390625,77.08929
0,98,65.0,43.352036,0,1,26.67144775390625,77.898575
0,98,29.0,32.748055,1,1,26.67144775390625,52.71432
0,49,60.0,72.43783,1,1,26.67144775390625,84.517586
0,49,49.5,72.43783,0,1,26.67144775390625,84.517586
0,71,105.0,95.20709,1,1,26.67144775390625,50.42367
0,71,73.0,73.09423,1,1,26.67144775390625,62.00298
0,49,80.0,49.3185,0,1,26.67144775390625,64.90388
0,9,54.3,45.61513,1,1,26.67144775390625,50.491833
0,9,61.3,49.818314,1,1,26.67144775390625,41.055573
0,9,78.2,83.870544,1,1,26.67144775390625,42.901424
0,9,94.5,86.70543,1,1,26.67144775390625,25.297937
0,9,92.5,89.018715,1,1,26.67144775390625,24.713224
0,49,70.7,72.43783,1,1,26.67144775390625,84.517586
0,104,46.8,17.530466,0,0,26.67144775390625,43.114994
0,40,57.0,75.262276,0,0,26.67144775390625,29.446423
0,69,21.5,23.359404,1,1,26.67144775390625,29.01324
0,49,84.5,70.96889,0,1,26.67144775390625,92.55353
0,49,93.5,70.96889,0,1,26.67144775390625,92.55353
0,49,86.5,70.96889,0,1,26.67144775390625,92.55353
0,49,85.0,72.43783,1,1,26.67144775390625,84.517586
0,49,110.0,74.12032,0,1,26.67144775390625,89.81199
0,49,80.0,73.49285,1,1,26.67144775390625,53.37789
0,49,68.0,72.67973,1,1,26.67144775390625,43.29314
0,49,70.0,63.814983,1,1,26.67144775390625,78.46605
0,49,30.0,70.997856,0,0,26.67144775390625,77.7632
0,49,76.0,76.09653,1,1,26.67144775390625,73.72981
0,49,58.0,76.896866,0,1,26.67144775390625,75.439186
0,49,95.0,78.00789,0,1,26.67144775390625,76.511475
0,71,106.0,95.99581,1,1,26.67144775390625,50.445385
0,71,104.0,94.91707,1,1,26.67144775390625,50.871193
0,71,104.0,88.65,0,1,26.67144775390625,41.480255
0,49,95.0,56.589176,0,1,26.67144775390625,77.44649
0,40,2.2,72.169014,0,0,26.67144775390625,39.117424
0,40,12.5,75.070854,0,0,26.67144775390625,33.22141
0,40,19.3,75.71564,0,0,26.67144775390625,33.248707
0,40,37.5,76.54176,0,0,26.67144775390625,30.995743
0,40,47.4,80.13567,0,0,26.67144775390625,27.877954
0,40,62.7,80.45827,0,0,26.67144775390625,13.136252
0,40,72.3,84.961105,1,0,26.67144775390625,10.851151
0,109,91.0,93.57002,1,1,26.67144775390625,26.15886
0,17,94.0,90.36809,1,1,26.67144775390625,15.141591
0,17,47.0,51.909855,1,1,26.67144775390625,87.26736
0,17,73.0,74.84524,1,1,26.67144775390625,60.12392
0,17,8.5,26.037718,0,1,26.67144775390625,64.41426
0,49,52.4,72.43783,0,1,26.67144775390625,84.517586
0,71,111.0,62.772694,0,0,26.67144775390625,62.214844
0,71,109.0,72.85555,0,0,26.67144775390625,60.922962
0,71,105.0,74.80058,0,0,26.67144775390625,58.450253
0,71,101.5,82.13562,0,1,26.67144775390625,54.66166
0,71,101.0,88.46846,1,1,26.67144775390625,51.914295
0,71,105.5,85.79809,0,1,26.67144775390625,47.237522
0,71,104.0,86.596756,0,1,26.67144775390625,42.32962
0,71,100.5,82.95111,0,1,26.67144775390625,43.549572
0,49,90.0,68.92388,0,1,26.67144775390625,47.36209
0,40,78.21,84.961105,1,0,26.67144775390625,10.851151
0,40,67.04,80.814705,0,0,26.67144775390625,16.186106
0,40,55.87,78.90407,0,0,26.67144775390625,31.085258
0,40,47.02,75.44714,0,0,26.67144775390625,31.42928
0,40,45.53,75.070854,0,0,26.67144775390625,33.22141
0,40,46.18,70.0632,0,0,26.67144775390625,42.385124
0,40,32.4,71.1327,0,0,26.67144775390625,34.977406
0,40,35.2,67.86165,0,0,26.67144775390625,38.463055
0,40,27.0,66.33046,0,0,26.67144775390625,54.22055
0,40,29.05,66.89668,0,0,26.67144775390625,45.135925
0,49,72.18,73.49285,1,1,26.67144775390625,53.37789
0,113,28.575,49.993595,0,1,26.67144775390625,60.58824
0,37,91.6,86.72098,1,1,26.67144775390625,16.817806
0,37,90.6,79.70257,1,0,26.67144775390625,16.260586
0,37,83.0,73.51268,1,1,26.67144775390625,26.085812
0,37,79.4,67.28323,1,1,26.67144775390625,32.639183
0,37,71.0,52.98079,0,1,26.67144775390625,43.528957
0,49,88.0,72.43783,0,1,26.67144775390625,84.517586
0,117,23.6,27.187464,1,1,26.67144775390625,48.355453
0,113,36.1,54.905342,0,1,26.67144775390625,62.54022
0,113,29.8,41.239033,1,1,26.67144775390625,66.06721
0,113,28.65,38.101425,1,1,26.67144775390625,66.47
0,118,17.0,19.44217,1,1,26.67144775390625,17.669106
0,119,15.0,16.39,1,1,26.67144775390625,12.5489645
0,37,58.0,52.98079,1,1,26.67144775390625,43.528957
0,29,20.0,14.692539,1,1,26.67144775390625,25.841984
0,69,33.0,23.359404,1,1,26.67144775390625,29.01324
0,49,84.0,74.94362,1,1,26.67144775390625,67.3281
0,14,50.0,56.790916,1,1,26.67144775390625,58.395775
0,15,55.0,58.746655,1,1,26.67144775390625,53.571682
0,9,55.0,59.160446,1,1,26.67144775390625,54.27188
0,121,15.0,19.919651,1,1,26.67144775390625,21.947638
0,17,90.7,90.37437,1,1,26.67144775390625,15.141591
0,17,95.5,93.97209,1,1,26.67144775390625,26.835772
0,17,88.1,89.83233,1,1,26.67144775390625,14.24217
0,17,87.0,88.27667,1,1,26.67144775390625,18.542076
0,17,91.1,89.51651,1,1,26.67144775390625,22.428705
0,17,83.6,89.84073,1,1,26.67144775390625,34.399673
0,17,87.8,83.95908,1,1,26.67144775390625,37.25569
0,17,67.6,66.758156,1,1,26.67144775390625,43.172745
0,17,59.8,55.539516,1,1,26.67144775390625,51.3261
0,17,44.7,35.80188,1,1,26.67144775390625,59.556507
0,17,92.33,84.494095,1,1,26.67144775390625,22.534754
0,14,91.23,88.253746,1,1,26.67144775390625,24.504814
0,15,89.43,87.25182,1,1,26.67144775390625,23.191242
0,9,91.1,86.07821,1,1,26.67144775390625,22.079603
0,10,90.1,87.82714,1,1,26.67144775390625,23.91309
0,49,83.0,72.43783,1,1,26.67144775390625,84.517586
0,49,25.0,72.43783,0,0,26.67144775390625,84.517586
0,49,82.0,73.49285,1,1,26.67144775390625,53.37789
0,4,85.0,82.829765,1,1,26.67144775390625,42.01049
0,40,82.8,90.07606,1,0,26.67144775390625,11.187957
0,40,73.9,84.53942,1,0,26.67144775390625,13.134842
0,40,65.0,79.30691,0,0,26.67144775390625,27.549564
0,40,56.9,75.262276,0,0,26.67144775390625,29.446423
0,40,54.7,68.965,0,1,26.67144775390625,41.69192
0,40,47.2,63.59019,0,1,26.67144775390625,47.163143
0,40,72.85,87.87539,0,0,26.67144775390625,21.507969
0,40,66.19,87.602196,0,0,26.67144775390625,31.411304
0,40,63.6,80.88787,0,0,26.67144775390625,34.36553
0,40,50.08,69.4766,0,0,26.67144775390625,34.69623
0,40,47.6,62.89488,0,1,26.67144775390625,35.290825
0,40,30.69,62.53922,0,0,26.67144775390625,38.69245
0,37,63.5,67.28323,1,1,26.67144775390625,32.639183
0,37,74.3,76.26365,1,1,26.67144775390625,28.4737
0,37,54.0,67.72277,0,1,26.67144775390625,42.516945
0,37,51.0,60.821568,1,1,26.67144775390625,42.670933
0,49,86.0,73.49285,1,1,26.67144775390625,53.37789
0,49,90.0,72.43783,0,1,26.67144775390625,84.517586
0,124,91.5,80.16227,1,1,26.67144775390625,28.483782
0,53,81.3,73.96757,1,1,26.67144775390625,23.490725
0,53,63.1,63.8815,1,1,26.67144775390625,38.78578
0,53,2.9,21.363098,0,1,26.67144775390625,79.65433
0,49,75.0,54.84315,0,1,26.67144775390625,87.45205
0,70,116.0,102.73001,1,1,26.67144775390625,74.03534
0,70,116.0,102.05391,0,1,26.67144775390625,81.817894
0,70,110.0,99.91317,1,1,26.67144775390625,77.90635
0,70,109.0,99.5047,1,1,26.67144775390625,72.96667
0,49,98.0,72.43783,0,1,26.67144775390625,84.517586
0,49,80.0,63.360737,0,1,26.67144775390625,73.26682
0,49,84.0,72.43783,1,1,26.67144775390625,84.517586
0,49,95.0,60.40716,0,1,26.67144775390625,82.5985
0,49,80.0,70.48993,1,1,26.67144775390625,83.23763
0,70,109.0,84.86386,0,0,26.67144775390625,30.280993
0,15,78.5,70.82559,1,1,26.67144775390625,23.370579
0,15,77.0,70.82559,1,1,26.67144775390625,23.370579
0,4,84.0,77.55542,1,1,26.67144775390625,18.082548
0,4,89.5,78.274956,1,0,26.67144775390625,17.703833
0,4,90.0,76.185616,0,1,26.67144775390625,28.387154
0,4,90.0,76.92472,1,1,26.67144775390625,33.720848
0,4,90.0,77.143074,1,0,26.67144775390625,25.297567
0,71,112.0,94.77992,0,1,26.67144775390625,52.157677
0,49,82.4,72.72994,1,1,26.67144775390625,59.360703
0,49,81.0,75.01647,1,1,26.67144775390625,63.404728
0,49,105.7,76.09653,0,1,26.67144775390625,73.72981
0,40,67.0,81.190605,0,0,26.67144775390625,14.321088
0,40,35.0,70.0632,0,0,26.67144775390625,42.385124
0,37,83.0,76.76447,1,1,26.67144775390625,18.980291
0,49,82.0,72.43783,1,1,26.67144775390625,84.517586
0,49,80.0,72.43783,1,1,26.67144775390625,84.517586
0,49,83.0,70.10923,1,1,26.67144775390625,78.24934
0,49,73.0,70.36919,1,1,26.67144775390625,71.23796
0,49,67.0,70.422585,1,1,26.67144775390625,68.03339
0,49,68.0,72.43783,1,1,26.67144775390625,84.517586
0,49,64.0,72.43783,1,1,26.67144775390625,84.517586
0,49,70.0,71.900986,1,1,26.67144775390625,61.400486
0,9,92.0,89.018715,1,1,26.67144775390625,24.713224
0,10,92.0,87.82714,1,1,26.67144775390625,23.91309
0,14,91.8,88.253746,1,1,26.67144775390625,24.504814
0,15,92.4,87.25182,1,1,26.67144775390625,23.191242
0,9,92.5,86.07821,1,1,26.67144775390625,22.079603
0,10,91.8,87.82714,1,1,26.67144775390625,23.91309
0,134,6.0,31.257893,0,0,26.67144775390625,42.861874
0,135,82.0,74.3822,1,1,26.67144775390625,33.969536
0,135,85.5,75.34304,1,1,26.67144775390625,29.051977
0,119,21.1,16.39,1,1,26.67144775390625,12.5489645
0,118,22.4,19.44217,1,1,26.67144775390625,17.669106
0,49,86.4,72.93482,0,1,26.67144775390625,59.873604
0,49,92.7,73.5872,0,1,26.67144775390625,61.893936
0,49,88.0,72.0856,0,1,26.67144775390625,56.447502
0,49,78.5,71.46659,1,1,26.67144775390625,59.289352
0,14,92.1,88.253746,1,1,26.67144775390625,24.504814
0,49,71.8,72.43783,1,1,26.67144775390625,84.517586
0,71,110.0,81.90259,0,0,26.67144775390625,55.564445
0,15,95.0,90.06823,1,1,26.67144775390625,21.242277
0,14,90.0,88.56353,1,1,26.67144775390625,25.785484
0,137,107.1,47.81313,0,0,26.67144775390625,59.462513
0,137,107.0,49.92666,0,0,26.67144775390625,57.651134
0,137,98.5,47.22765,0,0,26.67144775390625,55.498444
0,137,98.4,49.237637,0,0,26.67144775390625,56.856304
0,137,96.9,48.817673,0,0,26.67144775390625,54.104385
0,137,96.9,47.933655,0,0,26.67144775390625,56.579395
0,138,90.0,53.64926,0,1,26.67144775390625,75.109184
0,49,77.0,37.453686,0,0,26.67144775390625,57.53809
0,141,77.0,40.184357,0,0,26.67144775390625,33.349396
0,141,66.0,40.520676,0,0,26.67144775390625,29.82114
0,141,52.0,41.638683,1,1,26.67144775390625,27.580559
0,71,107.0,95.03738,1,1,26.67144775390625,44.574932
0,70,109.6,102.05391,1,1,26.67144775390625,81.817894
0,71,107.0,97.316055,1,1,26.67144775390625,57.2035
0,71,107.0,66.026764,0,0,26.67144775390625,64.127235
0,40,39.0,76.78712,0,0,26.67144775390625,32.59083
0,40,32.5,72.29612,0,0,26.67144775390625,36.041115
0,40,14.2,68.493996,0,0,26.67144775390625,35.562885
0,40,67.6,79.43302,1,0,26.67144775390625,13.733562
0,40,67.1,84.83457,0,0,26.67144775390625,30.061943
0,40,41.1,65.53872,0,0,26.67144775390625,33.552944
0,40,18.6,53.597782,0,0,26.67144775390625,46.109596
0,40,79.1,85.70608,1,0,26.67144775390625,11.73644
0,40,81.0,87.99873,1,1,26.67144775390625,14.753954
0,40,61.4,68.72749,1,1,26.67144775390625,31.453852
0,40,38.7,51.63068,1,1,26.67144775390625,43.451756
0,40,29.8,50.39752,0,1,26.67144775390625,63.703518
0,40,77.0,87.7686,1,0,26.67144775390625,18.478046
0,40,39.8,65.08765,0,0,26.67144775390625,39.990112
0,40,60.8,80.622795,0,0,26.67144775390625,32.063595
0,40,18.9,60.8593,0,0,26.67144775390625,29.51448
0,40,18.9,53.597782,0,0,26.67144775390625,46.109596
0,37,85.0,79.03518,1,1,26.67144775390625,17.121664
0,37,86.3,79.43478,1,1,26.67144775390625,19.461824
0,37,64.6,73.97976,1,1,26.67144775390625,24.752758
0,37,40.1,64.45333,0,0,26.67144775390625,42.181652
0,37,23.0,54.15906,0,0,26.67144775390625,60.459885
0,37,47.4,70.19637,0,0,26.67144775390625,27.069273
0,37,43.1,66.22614,0,0,26.67144775390625,31.718779
0,37,37.5,60.769573,0,1,26.67144775390625,51.98231
0,37,77.2,73.9502,1,1,26.67144775390625,35.020668
0,37,73.0,72.88609,1,1,26.67144775390625,32.021004
0,37,41.3,64.20258,0,0,26.67144775390625,25.79122
0,37,60.4,56.722595,1,1,26.67144775390625,48.03757
0,37,46.0,56.59107,1,1,26.67144775390625,43.081192
0,37,82.7,76.76447,1,1,26.67144775390625,18.980291
0,37,74.6,73.0027,1,1,26.67144775390625,31.681599
0,53,88.2,81.3329,1,0,26.67144775390625,13.384106
0,53,85.0,76.917046,1,1,26.67144775390625,18.57154
0,53,55.2,53.7646,1,1,26.67144775390625,46.54735
0,53,40.6,45.412216,1,1,26.67144775390625,48.869465
0,53,36.4,35.147434,1,1,26.67144775390625,47.662895
0,53,11.8,16.785606,1,1,26.67144775390625,71.25323
0,53,18.6,21.762377,1,1,26.67144775390625,63.329845
0,14,77.2,71.18988,1,1,26.67144775390625,17.825144
0,9,78.3,71.25143,1,1,26.67144775390625,28.848356
0,10,78.6,77.62184,1,1,26.67144775390625,32.482567
0,17,69.3,59.722843,1,1,26.67144775390625,30.495344
0,15,77.4,70.82559,1,1,26.67144775390625,23.370579
0,9,78.0,71.25143,1,1,26.67144775390625,28.848356
0,4,87.1,77.96401,1,0,26.67144775390625,18.069794
0,4,91.5,77.59802,0,0,26.67144775390625,17.444239
0,4,92.3,76.482285,0,0,26.67144775390625,18.958574
0,4,91.8,76.134605,0,0,26.67144775390625,27.101454
0,4,91.6,75.68926,0,0,26.67144775390625,27.565042
0,69,34.0,30.404013,1,1,26.67144775390625,30.409885
0,69,37.5,28.524908,1,1,26.67144775390625,20.086506
0,70,106.9,84.56378,0,0,26.67144775390625,31.452757
0,70,136.0,78.39475,0,0,26.67144775390625,54.62823
0,70,132.25,78.39475,0,0,26.67144775390625,54.62823
0,70,136.0,79.20658,0,0,26.67144775390625,51.028427
0,40,42.8,75.070854,0,0,26.67144775390625,33.22141
0,71,108.0,92.70742,0,1,26.67144775390625,59.040615
0,9,51.8,89.018715,0,0,26.67144775390625,24.713224
0,118,19.4,19.809498,1,1,26.67144775390625,17.65632
0,119,19.7,17.415606,1,1,26.67144775390625,13.1034565
0,148,27.0,62.071037,0,0,26.67144775390625,60.031136
0,149,40.0,22.577007,0,0,26.67144775390625,19.391682
0,15,76.0,70.82559,1,1,26.67144775390625,23.370579
0,4,89.0,77.963554,1,0,26.67144775390625,16.874203
0,71,107.0,79.67081,0,0,26.67144775390625,50.652386
0,4,91.0,78.274956,1,0,26.67144775390625,17.703833
0,17,94.2,84.494095,1,1,26.67144775390625,22.534754
0,15,91.7,87.25182,1,1,26.67144775390625,23.191242
0,9,91.4,86.07821,1,1,26.67144775390625,22.079603
0,10,90.2,87.82714,1,1,26.67144775390625,23.91309
